idol_group_name
AGAIN!!
AGETION!
AH
AH(嗚呼)
AIBECK
AIMIA
AIQ
AIS -All Idol Songs-
AISHING FAIRY
AJ HOKKAIDO
AKB48
AKBN 0
AKIARIM
ALECIA
ALLEY TO HOOP
ALLOVER
ALLURE
ALPHA CROW
AMA≒KOI
AMEFURASSHI
AMER+
AMOUR
AMiE
ANA®KIE
AND DNA
ANDCRAZY BREAK
ANDdo
ANGELOID
ANNA☆S
ANOFIN
APAD
APOKALIPPPS
AQA
AQUA
AQUA LOOPS
AQUA PLANET
ARAISE
ARCADIA
ARCANA PROJECT
ARCH
ARC∀DIA
ARIA
ARIStoCRAT-アリストクラット-
ARTNADOLL
ASH Dream
ASHIGARU JAPAN
ASP
ASTROMATE
ATHENA
ATLEPY
ATOMIC MINISTRY
AVAM
AWESOME
AXELL
AYEAYE
AZ-ON
AZATOY
AZON
Absopetus
Ac!u Gromov
Access!! Project
ActivePerformanceClass
Actrish
AdFicTioN
AdPrinCe
AdamLilith
AdiKcIon
Adorable
Adorable Doll
Advance Arc Harmony
Agrand×Aglow
Ai-Girls
AiCune
AiDER
AiDOLOXXXY
AiVER.
Aicong
Aile amour
Ailish
Aim
Ainsel
Airy☆SENSE
Aither
AiōN
Ai★Kuru
Akiba flavor
Akrasiel
Albeu
Alcute！
Alice Stella
Alice&Rabbits
All de made
Alloy
AlnaiR
Amakara!
Amaretto
Amazing Story
Ame☆Ribo
Amor Amore.
Amulet A Mute
AnCurly
AnNoiz
AnPiNa
Anchor Lady
Andante.
Andoll
Ane-monet
AnemOne
Anemone
Ange
Ange et Folletta
AngeLip
Angel Eyes
Angel Generation
Angel Ring
AngelSisters
Angel໒꒱すぱーく
Angel໒꒱すぱーくwith彪
Angel☆dolls
Ange☆Reve
AnimalBeast
AnimalGarden
Anji Airi
Anoco.
Anthology
Antispell
An°L
Aphrodite
Appare!
Apple Tale
Approval addiction
Aqua Next
Aqueur
ArcJewel HOKKAIDO
Arcana Parfait!
AreYouLady
AriAdne
Arno
ArodnaP
Ars'alum
As a Cutie Pomeranian
AsIs
AsianQ
AsianQ☆VEGA
AsoBitGirls
AsoBit☆Girls
AsteRythm
Asterisk
Asterisk*zero
AstliAs
Atre Chaleur
Attain Music
Avandoned
Avid Leap
Awww!
Axelight
Azatoi
A♡Z
A応P
A応P ZERO
A級プリズナー
B-AST the First
B-Limit.
B.K.S.N
B.L.T.IDOL COLLEGE
B.O.L.T
BA5
BABY BLUE EYES
BABY CHEERS
BABY CHEERS NX
BABY CRANE
BABY TO KISS
BABY-CRAYON〜1361〜
BABYBEARD
BABYFACE
BABYMETAL
BABYMONSTER
BABYTANTS
BABYschema
BABY☆STAR
BAKUMON
BAMBi
BANZAI JAPAN
BANZAI JAPAN CENTRAL
BANZAI JAPAN Front 7
BAY THRIVE
BBBzz
BE MY BABY
BEATism
BELINDA
BELL FLORA
BELLRING少女ハート
BELLRING少女ハート'22
BESTIEM
BETproject
BEYOOOOONDS
BILLIE IDLE®
BLACK Bunny
BLACK HISTORY
BLACK PRINCESS
BLACK RIGHT
BLACKNAZARENE
BLACKSUGAR
BLACK†ROSE
BLACK→WHITE
BLACK♡RAZE
BLAZE
BLESS
BLK LiLiY
BLOODY MARY
BLOOD∕.
BLUE BLUE BLUE
BLUE EMPEROR
BLUE GLASS
BLUEGOATS
BLUU
BLoomRise
BL∞M
BME♡
BNU∞
BOCCHI。
BONBON‼︎chocolat
BOSO娘
BOY MEETS HARU
BPM15Q
BR!OT
BUDPiNK
BUGSMART
BULLY IDOL
BUNNY♡KISS
BUN☆BUN!
BUPPPLE
BUS MASTER
BUZZ
BUtTA
BWH
BYBBiT
BYME
BYOB
Baby Bear
Baby Dolls
Baby Girl's Moment
Baby Rabbi2
Baby Tiara
Baby'Chips
Baby-D
Baby’z Breath
Baby☆Edge
Baby♡♡Holic
Bambi→ni
Banap!
Barbee
Barbie Lips
Bavit
Be Flourish
Be Jack
Be!Alert
BeByU
BeForU
BeL.
Bear in Mind
Beauty Box
BeeMINE
Bee×SWAT
Bee☆F.L.T.
Beeすく～る
BenjaminJasmine
BeppinSun
Berry Merry Dolls
Berryz工房
Betty Be
Bety
BiLLARS
BiRESCO
BiS
BiSH
Bibus Music Club
BicFooters
Biiitches
Bijou
Bijou Berry
Billlie
Birdie's Angel
Bitter Monster
Bittersweet
BlackSociety
Blancanie
BlooDEA.Rs
BlooDye
Bloom LEI
Blueberry Girls
Blue＋
Bon Club
BooN! BooN! BooooN
Booing!!!
Bottom-Up!
Bottoms UP!
Brave Mental Orchestra
Broken By The Scream
Bud B!oom
Buddha TOKYO
Bunny La Crew
BunnyRap
Buono!
Burst into Bloom
Bury
Buzy
Buzzly
ByteSchwarz
BéllBy
BüDGE
B▼DPiNK.
B♭
C-FresH
C-Style
C-ZONE
C.I.R.C.U.S.
C;ON
CAFFECHU
CALETWOLF
CALL MY NAME
CAMOUFLAGE
CANDY GO!GO!
CANDY Girls
CANDY TUNE
CANDYIISTRIPE
CANDYIISTRIPE_NEO
CANDYS
CARRY LOOSE
CASS1E
CASTelle
CDEangel
CELERA
CHAAKLiLY
CHASE
CHCL3(クロロ)
CHEMICAL X
CHEMISTANT
CHERIE
CHERIE GIRLS PROJECT
CHERRY GIRLS PROJECT
CHERRY'B
CHEReB
CHIBA Flower Girls
CHIBA虹色パレット
CHICA#TETSU
CHICKEN BLOW THE IDOL
CHOCO★MILQ
CHU'S HYPER
CHU-PA-CHA
CIRGO GRINCO
CKC
CLEAR'S
CLEAR'S smile
CLIPCLIP
CLOCK & BOTAN
CLU+CH
CLUSTAR.
CLUSTAR.候補生
COCO.COL♡R
COCORO♥ODORU
CODE-L
COLOR'z
COLORLESS
COMIQ ON！
COMRIZED satellite
COMRIZED研究生
CONTINUE
COSdoll
COTO☆COTO CUTE
COZ39
CQC's
CRAYONS
CRAZYBOOM
CROWEA
CROWN POP
CRY SIS
CRYSTAL×CROSS
CSR
CUBΣLIC
CUPIDOLIC
CURATIONS
CURTiA
CUTENESS OVERLOAD
CY8ER
CYCLONISTA
CYNHN
Calla☆
Calla♡
Can-on!
Candy Cross
Candy Date
Candy Rouge
CandyDolls
CandyPalette
Candycoco
Candye♡Syrup
Candy☆Devil
Candy☆Drops
Can☆dols
Capella
Caprice
Carat
Cara☆Fure
Caress Van End
CasLove
Cassie Te Light
Cecil
Cent Heaven
ChaRme
Challenge Girls!!
Chameleon Republic
Chanberry ChuChu
ChanceMovement
Charm Poche
CharmeAiles
CharmeWing
Chase×Chase
Checkmate
Cheeky Parade
Cheer Zelop!
Cheering Party
Cheery Village
Cheer♡1
Chemical Stupid
Cherish
Cherry Bullet
CherryCherryCherry
Chick-flick
Chimo
ChocoLe
Chocolate Stories
Chop chops
Chopitto
Chou Chou Cream
Chou2Precede
ChouChou Meteore
Chu Kiss RIP
Chu!☆Lips
Chu-Chu
Chu-Z
ChuLip☆Garden
Chummy
Chunk Variety
Chupa!!
Chu☆Oh!Dolly
Chu💋めいど
Chéri Chérie
Chöu Chöu.
Ciào Smiles
Claire
Claire♡Dolls
Clapotis
ClarisClear
Clef Leaf
CoCoLo♡RiPPLe
CoCoデコル
Code Anemone
Coeur à Coeur
ColorfliC
Cook a dish
Coro☆Coro
Coro☆Coro with 深沢紗希
Cosmo et Cute
Cosmoslay
Cotton town
Cotton♡Candy
Cover's DOLL
CoverGirls
Cracker
Crazy Dizzy
CrazyFantasy
Crescent Ark
Croire Grato
Crouton
Crumble
Csli
Cue★Twinkle
Culumi
Cupitron
Cuprite
Cure。
Curuto?
Cute Robin
CuteAggression
Cutenka!
Cute★Bits
CutieCrew
CutieCrewZ
C★BA
D Dream Girls
D project
D'yerMak'er?
D-CORE
D-Rive
D-little
DAHLIA NOISE 360°
DAISY★GIRLS
DAIYON
DAM
DAN⇄JYO
DAiZY
DA•BAMBI
DDプリンセス
DEADLIFT LOLITA
DEAR KISS
DEARDEVIL
DEEP GIRL
DELUXE COLORS!
DEMO
DESURABBITS
DEVIL GUN
DEVIL NO ID
DGAD
DIG
DINKY JUNK
DINOSAUR BRAIN
DIO
DISDOL
DISSENTER DOLLS
DOGMACLUB
DOLL PANiC
DOLLY☆POP
DOLdeve
DOMDOMPATTY
DOPING BERRY
DORCA
DORive
DOT ROSE
DP-1
DREAMING MONSTER
DUEL RaycordS
DaisukI
Daisy
DaisyShine
DaizyTune
Dan te Lion
Dancing Dolls
Daphne
DayNight Cruise
Dear Doll
Dear L mana
Dear Princess
Dear8
DearD
Dearly
Descris.
Devigel
Devil ANTHEM.
Devil Labyrinth
De☆Ful
DiBLack
DiNity
DiSPANiC
DiVA
Diamond Girls
Dippin'SHE
Dist
DokiDoki
DokiDoki☆ドリームキャンパス
Dokidoki Dream Campus+
Dolce
DolceMisto
Doll's Self
Doll's Vox
Dolly Kiss
Dolly Puppy's
Dolly:me
Doll☆Elements
Dollふ
DopeDrop
Dorothy Friends
Dorothy Little Happy
Dr.Lolita
Dr.TRUMP
Dream Me？
Dream Zone
DreamFactory
Dreaming a Dream
Dreamoon!!
Dreamvictory
Dreamy
Dreamy scene
Dressy Dollz
Drink ME
Drug&Drop
Dual Expression
Dual Halation
Duality
Dé-chφrD
DΛiSY
D☆EGGS
D☆SHOUT
D♡ll’s Party
E-yell
ECHIGO-PRINCESS
EDOist
EGR{えぐる}
EHMガールズ
EIMIE
ELDORaND
ELECTRIC HEARTS
ELECTRIC JELLYFISH ～Fry～
ELECTRIC JELLYFISH ～宴～
ELECTRIC JELLYFISH～電気クラゲ～
ELMO COULEUR
EMIU
EMNee
EMOE
EMOJAPONICA
EMOPiPPi
EMOTIVE ≠ EMOTION
EMPATHY
EMPiRE
EMuLATE
END OF MISERY
ENGAG.ING
ENIGMA
ENMEI
ENNUI
ENVY PARANOID
EQ-Lips
ERG
ESTLINK☆
ETY
EUPHØLIC
EUREKA
EURO'N NIGHT
EVE
EVEKEN
EVERYDAYS
EVERYTHING IS WONDER
EXCEED
EXCESS
EarthAce-KUM
EarthAce-SND
EarthAce-STM
Edge Dub Monkeyz
EdgeTwist
Elastico
Elber
ElectricGirl
ElectricGirlⅢ
ElfinLily
Ellis et Campanule
Empty Bridge
Encore!
End:
Enkeli＊mit
Enter***
Ephemere Fleur
Especia
Ever!BE 迷わないっっ!!
ExWHYZ
ExciteOneSelf
E☆Traps
F-girls
F.A.R.M.
FAIRY GIRLS PROJECT
FANTASISTA BLACK
FANTASTic*VISION
"FAREWELL, MY L.u.v"
FAT&SLIM
FAVO♡
FEAM
FEARDOLL
FES☆TIVE
FG学園塁球部
FILLミTRAX
FIRST☆STAR
FLAPSTAR
FLOWER BOX
FLOWLIGHT
FLUFFY
FMF
FOR-Z.GX
FR2PON!
FRAGRANCE
FROG PRINCESS
FROLIC
FRUITPOCHETTE
FRUITS ZIPPER
FRUN FRIN FRIENDS
FUJIYAMA Cover Girls
FUJI★7GIRLs
FUKUOKA はかたみにょんsweet★
FUKUOKA はかたみにょん★
FULIT BOX
FUNKASTIC☆JAM
FUSION
FYT
FaM
Fables
Fairies
Fairy Girl☆Frejya
Fairy Star
Fairy-AID
FairyFloss.
FairyRose
Falench.
Fallen Angel
FanAster
FanCy-
Fantasista Melon
FariaClown
Faust.
Feam
Fenomeno
FiDZ
FiLSPACiA
Fight Sparkle
Fille Ailes
FinalSelection
Finally
Fine
Fine Color
Finger Runs
Fiore
Fiore Angelina
Five emotion
Fizz Lilas
Flagship Stars
FleuR
Fleur*
Fleur-de-lis
Fleur2
Floche Cream
Flomage Bullets
Floral∞p＊コレクション
FloreRisa
FlowFlow
Flower Notes
Flower*Candy
Fluch
Fluffy Bomb!!!
Flunetrage
Flutter ♭
Flying Mermaid
Folletta
Fortuness
Fortune♣Doll
Fragrance
Fragrant Drive
Freesia
Frigg The Queen Goddess
FrilL FleuR
Frupoche
FuMA
Fuhua
Full Tune
FullScratchU
Fullfull Pocket
Fullfull☆Pocket
Fullie
F♡ACE001
F♡BULOUS
G!rls☆レボリューション
G'ASH
G-COMPLEx
GAL DOLL
GALDOL
GALETTe
GALS
GAL♥DOLL
GAL・DOLL
GANG PARADE
GANGDEMIC
GAPIS
GARNET STAR
GEKIDOL
GEM
GENIC
GEOアイドル部
GILTY × GILTY
GINGANEKO
GIRL'S HORIZON
GIRLS DINNING
GIRLS Re:BORN
GIRLS4EVER
GLIM of GRAND
GLITTER☆
GMG-P
GO TO THE BEDS
GOURTRIBE
GRACE
GRACiAS
GRATIA-ALA
GRAVIRANAI
GRAZIE
GREAT MONKEYS
GRID STARZ
GROOVY
GTRA
GTT倶楽部
GUILDOLL
GUM
GUN'g♥BUBBLE
Gallop+
GemstoneDream
Gem☆Star
Genesis Girl
GetSetGo!
Ggrace
GiMMiCK
Gig
Gimmick Dolls
Girl's Next
Girl's Time
Girls Beat!!
Girls Company
Girls Crying in Bathroom
Girls Live Project
Girls Upright
Girls²
GirlzGirly→
Giselle
Give&Give
Glace
Glee Spot
Glim Assembler
GlitchVOX
Glitter Piece
Gnocchi!!!
GoldenDrop
Good Tears
Good knight**
Goodbye for First kiss
GothicSheep
GourDollS
Graco Rex
GracoRex NEO
GradatioN
Grande Armée
Grand×Cute
Gran☆Ciel
Gstyle
GuilDrops+
GËËK:P∀RUPUNTË
Gëëknot
G☆Girls
G☆２☆L
HACHI
HACK
HAJIMENI
HAKOBUNE-箱舟-
HAKUAKI
HAKUTYUUM研修生
HALLCA
HALO PALLETE
HALOPERI Doll
HAMIDASYSTEM
HANAMUKE
HAPPY♡ANNIVERSARY
HAPPY少女♪
HAPPyyy!!LAND
HAUHAI
HEARTBEATS
HEART♡CRASH
HELLSECT
HERO CHARM
HIGH HIGH BEAM
HIGH SPIRITS
HIGH SPY DOLL
HINAGIKU.
HIROSHIMA GO!GO!
HISUI KISEKI
HKT48
HLW-NewAge-
HO6LA
HOLY SHiTS
HONEY POPCORN
HONEY TRANS
HONEY TRAP
HOP CLUB
HOT DOG CAT
HOT DOGS
HOT HEAT HEAT GIRLS
HOTALOOP
HR
HULLABALOO
HUMAN螺旋
HUSH HUSH
HYSTERIC JAPAN
Halation
HappinessDreamer
Happink Lip Makeup
Happy Dance
Happy ParadiSe
Happy3days
Harley Queen
HatiHatiTechno
Hauptharmonie
HeRZ
Hearts Maker
Heliosphere
HelloYouth
HiMEMENT
High a Girls
HighKick
HikuteAmata
Hiyorna
Honey Bae Bee
Honey Devil
Honey Squash
Honey&Honey
Honey+Permil
HoneyBunny
HoneyCandy
Honeys★
Honey★Caramel
Hug
Hugぅ
Hydrangea
I MY ME MINE
I'LL
I'S wing
I'S9
I'S★2ME!
I'm Funny Fable.
I.D.And Fly LooM
IBERIS
ICE CREAM SUICIDE
ICE-ink
ICECREAM SCREAM
ICE☆PASTEL
ICR研究生
ICTラブリ～ず!!
IDA
IDOL wannabe
IDOL&LOID
IDOLATER
IDOLEST
IDOLHOUSE
IDOL★ST∀R MINE
IDO☆HOLIC
IFII
IIIIIIIDIOM
IKINARI TELL ME
IKO-NA
ILoVU
IMADE=Drops
IMT FANTASIA
INDIVIDUAL PLATE
INFIY∞
ING
INOGEN CLINIC
INSPIRE
INSRiA
INUWASI
INVITATION
INforMEL
INぷっと
IQ99
IQPlanet
IQプロジェクト研究生・BudLaB
IROHA
IRONBUNNY
IVOLVE
IVY
IVYJCT from Prime Stone
IZ*ONE
IZANAGI
Idolume
Ikenai Rouge Magic
In sugar die soon kiss
In sugar tone Mar run night
Innocent Lucia
Insecure DOLL
IsTaR
I’mew（あいみゅう）
I＊BIS
J's
JADE
JAPANARIZM
JAPANIMAX!
JASPER
JEWEL
JILLASTED
JK21
JOHMMYS
JOY VAN CREW
JOY☆
JSO
JUGS MAFIA
JUMINY
JUMPIN'
JUMPIN'＆SUZUCA
JUNKDoLL
JUNKPARTY
JYA☆PON
Jammy
JamsCollection
Jamsqwhat
Jeanne Maria
Jelly Beans
Jelly Kiss
Jewel
Jewel Kiss
Jewel Mermaid
Jewel Parade
Jewel*Mariee
Jewelmore
Jewel☆Ciel
Jewel☆Garden
Jewel☆Mare
Jewel☆Mare&Rouge
Jewel☆Neige
Jewel☆Rouge
JiPP
Judgement
Juice=Juice
Jumpin'
June♡bride
Junior flavor熊本
JuuNi*
J☆Dee'Z
K+RANK'IN
K-SECOND
KAGAJO☆4S
KAGAJO☆7
KAGUYA
KAKEKOMIDELA
KAMISAMA-双-
KAMOがネギをしょってくるッ!!!
KANADiA
KAQRIYOTERROR
KATACOTO＊BANK
KATA☆CHU
KAWAII LAB. MATES
KAWAII TOKYO GIRLS
KAゑMA
KICK-OFF
KILLED IN SADNESS
KINETIC
KING∞RAGE
KINJI統
KIRA☆PEACE
KIREFUWA
KIsuzuKA
KLAIRE
KLP48
KNU
KNU oNEW
KNU23
KOBerrieS♪
KOMACHI+
KOMAGOME
KONAMON
KOTO
KRD8
KROWNBaby.
KRUNK syndrome
KUJU
KUKKA
KUROK
KURUMETAL
Karman
Kawaii Dream!!
Kawaii Wonderland
Ka☆Chun！from琉球アスティーダ
Ketulo
KiMiNiAiTAi
KiREI
KiSS KiSS
KiSS&KiSS
KimitomoCandy
Kin♡Gin♡Pearls
Kippis!
KiraLyraHeart
Kiss me Chopitto
KissBee
KissBeeNext
KissBeeWEST
KissBeeYouth
Kit Cat
Kleinod
Koifuri
Kolokol
Kore:ct
Kus Kus
Kyoto flavor
K・K・いれぶん
L'AlLe
L.I.E.P
L.u.v
LADY PHASE
LADYBABY
LAMIA
LAPINAILE
LARY
LAS'TLIAL
LAST IN MY CULT
LAUGH CARROT
LAVILITH
LE SSERAFIM
LEAM
LEIWAN
LEVEL7
LIIiEN
LILIUM
LILY&YU
LINKL PLANET
LIPRINK
LIT MOON
LITTLE MEW
LIVE PLANET 10th アイドルグループ
LOCK ON LAUGH
LOGBOOK
LONDON BLUE
LOVE 9 LOVE
LOVE CCiNO
LOVE DREAM
LOVE HOLiC
LOVE IZ DOLL
LOVE JAMMIN'
LOVE PHANTOM
LOVE Re:MiND
LOVE SNAKE
LOVE SPEARS
LOVEACE
LOVEME
LOVEReS
LOVEbite
LOVE×KISS
LOVE∞POINT
LOVE♡START→
LOVE♡STAR☆COSMIC
LOVE♥INA30
LOVYU
LOViSH
LSアイドル21
LUAR
LUCIANNA
LUCIFER
LUCULIA
LUNARSOLAR
LUNCH KIDS
LUNETTA
LUST EDEN
LUVYA
LUVネオガールズウェイブ
LUXURIA
LYRA
LYSM
La PomPon
La Pucelle Priere
La mer fest
LaLuce
Lanan
Land mine
Lapilaz
Lapin♡Tiara
Lapis
LarmeR
LasRabbi
Layn
Lazuli mirage
La☆DoLL
La❀花ノたみ
Ld'ore .from Legends
Le CHOCOLAT
Le Petite Fleurie
Le Siana
LeLien
Leap Plane+。
Leap♡Wings
LeirA
Leo-Wonder
Le☆miel
Li-V-RAVE
LiKE
LiL LOVEiTS
LiLa
LiLiHoLi
LiLii Kaona
LiNCLE
LiT
LiVS
Liar
Licel A*
Licht
Lied
Liezy
Lifesta
Liiiiiberty
Lil na Valley
LilCouleur
Lila Gray
Liliumove
Lily Flower
Lily Wings
Lily of the valley
Lily wonder
LilyveiL
Limited Time
LimitedCode
Limufi.
LinQ
Linaria
Lion net girl
Lips of an angel
Lips-Party
Little Black Doll
Little Black Dress
Little Echo
Little Emperor Syndrome
Little Rascal
Little Step
Little Wing
Lit★V
Living Dead I Dolls
LoVEGReeN
LogiNeoN
Lollipop
Lollipop♡CHU
Loop
Looris
Lore☆Eternal
Lore☆Next
Lore☆Project
Lore☆Restart
Los An jewels
LouDoll
Loulouchouchou
LovRAVE
Love Cocchi
Love La Doll
"Love,Need Me♡‼︎"
LoveCherish
LoveFlower
LoveLink
Lovelys
Lovelys!!!
Lovelys!!!!
Loveme Kissme
Love☆Cha
Lovin&S
Lovries♡
LuCifeR
Luce Twinkle Wink☆
Lucifer
Lucky Mates
Lullcherie
LumiNet
Luminous
Luminouss
Luminouz
Lummel
Luna Chloe Layla
LunaFilles
Lunaria
Lunasophila
Luna×Holic
Lunouir Tiara
Lupinus
Lv.VILLAINS
Lycoris Radiata
Lydian mode
LØISLOID
L’AILE RILL
L’s promotion研究生
Lって何のLですか？
M!MiC
M-3hree
M.Y.bnp
M2
MA7MEL
MAD
MAD JAMIE
MAD MEDiCiNE
MAD VIOLET
MADMAO
MAFINE
MAGIC
MAGICAL SPEC
MAGICAL SPEC from トキヲイキル
MAGICOUR
MAGMAZ
MAHΩRAMA
MAID IN TOKYO
MAIDEN√DOLL
MAInDish
MAJESTIC MATES
MAJIBANCH
MAJI☆GIRL
MAKE
MANACLE
MANAMISA
MAONATSU
MAPA
MAPLEZ
MARBLE TALE
MARINA PARADE
MARIS
MARRYMe？
MASK OF GODDESS
MATANAGOYA
MAVERICK
MAX♡GIRLS
MAZE
ME:I
MEDHILA
MELLOW GREEN WONDER
MELLOW MELLOW
MELT
MELTY GHOST CLUB
MELTY HZ
MELTY Hz
MELTЯAGE
MELiSSA
MEMORI
MERCI♡COCO
MERCURY
MERRY BAD END
MERRYCUTE
MERUCHU
METAMUSE
METAMUSE μ
METROPOLIS
MEWCATUNE
MEWM
MEY
MEiSM
MFガールズ
MID NIGHT TERRACE.
MIDNIGHT LITTLE GOLLIRA
MIGMA SHELTER
MIKAZU姫
MIKA♡MISA
MILK BLACK
MILK❣︎CIDER
MILLE FLEURS
MILLION＄PARADE
MIMI
MIRAI𖤐FLEET
MIROKUNOROCK
MISANTHROPE
MISO2小町。
MISS ME
MKM-ZERO
MMS Jeanne
MNCorps
MOBIUS
MOGA
MOLES AND THE SUN
MONONO IWARENU
MONSTER GIRLFRIEND
MONSTER MAGNET
MORE RAVISH
MORE*
MOZU
MUCHA BRIS
MUSÉ
MUZE!!
MY FAIR GIRL
MY First Bae’s
MYDAYS
Magic Time
Magical Ban☆Bang
Magical Monster Beats
Magical☆PEN
Mag✩Mag
MaiDoL
Maison book girl
MajesticBunny
Majewel
MajiMajiメッセージ
Make palette
Malcolm Mask McLaren
Many2Blue
Maraschino Cherry
Maria
Marionette in the Mirror
Mary Angel
MashMelody!
MateRiaL
MayBe Addict.
MeWenow
MeeL
MeityClub
MelMi
MellAnge
Mellow giRLs
MelodicMellow
Melody♯Days
Melry Kiss
MeltSugar
MeltnooM
Melty Daydream
Melty adorable
Melty trap
Memorize Princess
Memorize Punchline
Memorize Realization
Mer'Clair
Merci Merci
Merci☆S
Merry BAD TUNE.
MerryCute
Merry☆Go☆Lands
MetaMonity
Meteonomicon
Meteor*
MewMew
Mi-II
Mi-Yah
MiDi ON!
MiKiOdA IDOL PROJECT
MiMi MiMi MoNde
MiST
MiSTELLY♡
MiSTY MORE
MiX BeRRY
Michelle Burn Velvet
Mieux
MiiS
Mikoto
Mila bijou
Mili Mili
Milieu
MilkShake(ミルクセーキ)
Milky Rose
MilkyWay
Milky☆Way
Milky✳︎Sphene
Miniature Garden
Mio Lavy
"Mirror,Mirror"
Miss Carat
MissyouMash
Misty Honeypot
Mixふぃーゆ。
Moderato
Moisty
Molfo Rose
Monster Factory-怪物生産工場-
Month
Moon☆light
More
More than wordz
Mr-.DｫPpぺルGぇNガ-
MuMo°
MuVE
My Best Friend
My Criminal Lovers'
My Sugar Light
My placious
MyDearDarlin'
MyDreams.jp
MyDresscode
MyQUEEN.
Mystear
MystericGirl
Mystic Mode
MysticaDoll
MyφMe
M式
"N,"
N-FlavoR
N-Twinkle
N-Twinkle TRIBE
N-Twins
NA-NA
NAGOYA Chubu
NAH
NANIMONO
NANONI
NAOMiRUSTY
NAP～Natural Another People～
NARLOW
NATASHA
NAZO-NAZO
NAZUNa
NCHD ~のちほど~
NEAR
NECO PLASTIC
NECRONOMIDOL
NELN
NEMURIORCA
NEO BREAK
NEO EARTH!!
NEO JAPONISM
NEOMARY
NEON-X
NEOTOKYOCLUB
NEO☆学院
NEOアラモード
NEP She☆Stars
NES
NEVE SLIDE DOWN
NEW CODOMO PROTEAN
NEW POLARIS
NEWing!
NEXT少女事件
NEÖN_
NGT48
NI=YON
NICE GIRL μ
NICE GIRL プロジェクト!研修生
NIJIIRO★サーカス団
NILKLY
NINA-RAY
NINJA紅
NKO☆Lovers
NMB48
NO KISS
NO LIMITED
NO MARK
NOA-SHOW
NONAMES
NONSTOP
NOW DRAMATiC
NO❤︎AF
NSKY＠ぼんBom
NSTAR
NUANCE
NYAAANYA
NaNiYoRi
NaNoMoRaL
NaTuNaRu
Naive angel
Nano²
NeWON!!!!
Neat.and.clean-ニトクリ-
Nebulamoon
Needs
Neet✩︎Princess
Negicco
Negipecia
NeneNone
Neo Standard
NeverDolls
New ruru
Newbie Ivy
Nextrigger
Next☆Rico
Nexus
NiANiHiL
NiL
