出番ID,ライブ_from,ライブ_長さ(分),グループID,ステージID,グループ名_raw,グループ名,ステージ名,備考
319,15:00,30,5,49,AZの理由,AZの理由,ダーツ,
320,15:30,30,143,49,花魁道中,花魁道中,ダーツ,
321,16:00,30,7,49,BLUEGOATS,BLUEGOATS,ダーツ,
322,16:30,30,125,49,ラフ×ラフ,ラフ×ラフ,ダーツ,
323,17:00,30,145,49,蛍,蛍,ダーツ,
324,17:30,30,76,49,metarium,metarium,ダーツ,
325,18:00,30,32,49,I’mew（あいみゅう）,I’mew（あいみゅう）,ダーツ,
326,18:30,30,25,49,Gran☆Ciel,Gran☆Ciel,ダーツ,
327,19:00,30,75,49,mementoa,mementoa,ダーツ,
328,12:00,30,61,50,SWANTICK,SWANTICK,ボールひっかけ,
329,12:30,30,82,50,あまいものつめあわせ,あまいものつめあわせ,ボールひっかけ,
330,13:00,30,72,50,himawari(船橋),himawari(船橋),ボールひっかけ,
331,13:30,30,27,50,HOTALOOP,HOTALOOP,ボールひっかけ,
332,14:00,30,66,50,UNBS,UNBS,ボールひっかけ,
333,14:30,30,115,50,シンデレラ宣言!,シンデレラ宣言！,ボールひっかけ,
334,15:00,30,39,50,LOVE 9 LOVE,LOVE 9 LOVE,ボールひっかけ,
335,15:30,30,53,50,ROOKEY♡ROOKEYS,ROOKEY♡ROOKEYS,ボールひっかけ,
336,16:00,30,93,50,てんしめし!,てんしめし！,ボールひっかけ,
337,16:30,30,110,50,コングラッチェ!,コングラッチェ！,ボールひっかけ,
338,17:00,30,111,50,シオリベル,シオリベル,ボールひっかけ,
339,17:30,30,106,50,イイトコドリ,イイトコドリ,ボールひっかけ,
340,18:00,30,116,50,テラテラ,テラテラ,ボールひっかけ,
341,18:30,30,136,50,思い出とプレゼント,思い出とプレゼント,ボールひっかけ,
342,19:00,30,46,50,Melodys High,Melodys High,ボールひっかけ,
343,12:00,30,29,51,Honey Parasol,Honey Parasol,スローイングーム,
344,12:30,30,142,51,純情のアフィリア,純情のアフィリア,スローイングーム,
345,13:00,30,0,51,7限目のフルール,7限目のフルール,スローイングーム,
346,13:30,30,95,51,はいどーも!テラスマです!,はいどーも！テラスマです！,スローイングーム,
347,14:00,30,13,51,COLOR of COLOR,COLOR of COLOR,スローイングーム,
348,14:30,30,40,51,LilyS/ash,LilyS/ash,スローイングーム,
349,15:00,30,41,51,MARUKADO,MARUKADO,スローイングーム,
350,15:30,30,137,51,愛乙女☆DOLL,愛乙女☆DOLL,スローイングーム,
351,16:00,30,100,51,ろりぽっぷ!!!!!!!,ろりぽっぷ!!!!!!!,スローイングーム,
352,16:30,30,85,51,おちゃメンタル☆パーティー,おちゃメンタル☆パーティー,スローイングーム,
353,17:00,30,58,51,SAKURADOLL,SAKURADOLL,スローイングーム,
354,17:30,30,118,51,ハニースパイスRe.,ハニースパイスRe.,スローイングーム,
355,18:00,30,56,51,Root mimi,Root mimi,スローイングーム,
356,18:30,30,49,51,Nine chocolates,Nine chocolates,スローイングーム,
357,19:00,30,104,51,アップアップガールズ(仮),アップアップガールズ（仮）,スローイングーム,
